research_name,logger,packbusID,Table,link,loggernet_variable,cr1000_name,definition,units,var_type,rolling_clean,resolution_minutes,variability_constant
relative_humidity,Chapada_High,801,Chapada_High_ChamberBME280,H3,RH(3),rh3,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_High,801,Chapada_High_ChamberBME280,H4,RH(4),rh4,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_High,801,Chapada_High_ChamberBME280,H5,RH(5),rh5,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_High,801,Chapada_High_ChamberBME280,H6,RH(6),rh6,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_High,801,Chapada_High_ChamberBME280,H7,RH(7),rh7,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_High,801,Chapada_High_ChamberBME280,H8,RH(8),rh8,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_High,801,Chapada_High_ChamberBME280,H9,RH(9),rh9,relative humidity inside chamber,percent,chamber,yes,1,20
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H1,Temp(1),temp1,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H2,Temp(2),temp2,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H3,Temp(3),temp3,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H4,Temp(4),temp4,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H5,Temp(5),temp5,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H6,Temp(6),temp6,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H7,Temp(7),temp7,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H8,Temp(8),temp8,temperature inside the chamber ,degrees C,chamber,yes,1,10
air_temperature,Chapada_High,801,Chapada_High_ChamberBME280,H9,Temp(9),temp9,temperature inside the chamber ,degrees C,chamber,yes,1,10
timestamp_local,Chapada_High,801,Chapada_High_CheckTable,high,TIMESTAMP,timestamp,timestamp ,local,zone,no,15,
record,Chapada_High,801,Chapada_High_CheckTable,high,RECORD,record,record ,NA,zone,no,15,
battery_voltage,Chapada_High,801,Chapada_High_CheckTable,high,BattV,battv,Default CR1000 Datalogger Battery Voltage measurement,Volts,zone,no,15,
solar_voltage,Chapada_High,801,Chapada_High_CheckTable,high,SolarV,solarv,incoming solar voltage,Volts,zone,no,15,
battery_check,Chapada_High,801,Chapada_High_CheckTable,high,Batt_CHECK,batt_check,OKAY if BattV is above 11.8 or LOW otherwise,NA,zone,no,15,
solar_check,Chapada_High,801,Chapada_High_CheckTable,high,Solar_CHECK,solar_check,OKAY if SolarV is above 24 or LOW otherwise,NA,zone,no,15,
flag_1,Chapada_High,801,Chapada_High_CheckTable,high,Flag(1),flag1,system start up and reset ,NA,zone,no,15,
flag_2,Chapada_High,801,Chapada_High_CheckTable,high,Flag(2),flag2,Make all Arduino channels 0 ,NA,zone,no,15,
flag_3,Chapada_High,801,Chapada_High_CheckTable,high,Flag(3),flag3,xbee operation for BME 280(-1 for normal function),NA,zone,no,15,
flag_4,Chapada_High,801,Chapada_High_CheckTable,high,Flag(4),flag4,chamber normal operation control with arduino send:-1 for normal control,NA,zone,no,15,
flag_5,Chapada_High,801,Chapada_High_CheckTable,high,Flag(5),flag5,time reset of Xbee logger power,NA,zone,no,15,
flag_6,Chapada_High,801,Chapada_High_CheckTable,high,Flag(6),flag6,diagnostic all lids open for 60,NA,zone,no,15,
flag_7,Chapada_High,801,Chapada_High_CheckTable,high,Flag(7),flag7,diagnostic all lids closed for 60,NA,zone,no,15,
flag_8,Chapada_High,801,Chapada_High_CheckTable,high,Flag(8),flag8,diagnostic all valves open,NA,zone,no,15,
flag_9,Chapada_High,801,Chapada_High_CheckTable,high,Flag(9),flag9,Licor 7810 ON' needs to be -1 for operation,NA,zone,no,15,
flag_10,Chapada_High,801,Chapada_High_CheckTable,high,Flag(10),flag10,LICOR 7280 ON' needs to be -1 for operation,NA,zone,no,15,
flag_11,Chapada_High,801,Chapada_High_CheckTable,high,Flag(11),flag11,chamber 1-5 closed,NA,zone,no,15,
flag_12,Chapada_High,801,Chapada_High_CheckTable,high,Flag(12),flag12,chambers 6-12 closed ,NA,zone,no,15,
flag_13,Chapada_High,801,Chapada_High_CheckTable,high,Flag(13),flag13,Chamber open custom,NA,zone,no,15,
flag_14,Chapada_High,801,Chapada_High_CheckTable,high,Flag(14),flag14,chmabers 16-24 closed,NA,zone,no,15,
flag_15,Chapada_High,801,Chapada_High_CheckTable,high,Flag(15),flag15,resets system to no flags except #10 vent,NA,zone,no,15,
flag_16,Chapada_High,801,Chapada_High_CheckTable,high,Flag(16),flag16,Climavue for 801 unit,NA,zone,no,15,
logger_name,Chapada_High,801,Chapada_High_CheckTable,high,Statname,statname,logger name,NA,zone,no,15,
packbus_id,Chapada_High,801,Chapada_High_CheckTable,high,PB,pb,packbus number of logger,NA,zone,no,15,
timestamp_local,Chapada_High,801,Chapada_High_Redox15,high,TIMESTAMP,timestamp,timestamp,local,zone,no,15,
record,Chapada_High,801,Chapada_High_Redox15,high,RECORD,record,record,NA,zone,no,15,
logger_name,Chapada_High,801,Chapada_High_Redox15,high,Statname,statname,logger name,NA,zone,no,15,
battery_voltage,Chapada_High,801,Chapada_High_Redox15,high,BattV,battv,Voltage input from battery,volts,zone,no,15,
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H1,RedoxRa(1),redoxra1,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H1,RedoxRa(2),redoxra2,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H2,RedoxRa(3),redoxra3,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H2,RedoxRa(4),redoxra4,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H3,RedoxRa(5),redoxra5,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H3,RedoxRa(6),redoxra6,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H4,RedoxRa(7),redoxra7,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H4,RedoxRa(8),redoxra8,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H5,RedoxRa(9),redoxra9,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H5,RedoxRa(10),redoxra10,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H6,RedoxRa(11),redoxra11,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H6,RedoxRa(12),redoxra12,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H7,RedoxRa(13),redoxra13,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H7,RedoxRa(14),redoxra14,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H8,RedoxRa(15),redoxra15,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H8,RedoxRa(16),redoxra16,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_High,801,Chapada_High_Redox15,H9,RedoxRa(17),redoxra17,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_High,801,Chapada_High_Redox15,H9,RedoxRa(18),redoxra18,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H1,RedoxRb(1),redoxrb1,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H1,RedoxRb(2),redoxrb2,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H2,RedoxRb(3),redoxrb3,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H2,RedoxRb(4),redoxrb4,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H3,RedoxRb(5),redoxrb5,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H3,RedoxRb(6),redoxrb6,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H4,RedoxRb(7),redoxrb7,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H4,RedoxRb(8),redoxrb8,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H5,RedoxRb(9),redoxrb9,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H5,RedoxRb(10),redoxrb10,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H6,RedoxRb(11),redoxrb11,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H6,RedoxRb(12),redoxrb12,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H7,RedoxRb(13),redoxrb13,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H7,RedoxRb(14),redoxrb14,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H8,RedoxRb(15),redoxrb15,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H8,RedoxRb(16),redoxrb16,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_High,801,Chapada_High_Redox15,H9,RedoxRb(17),redoxrb17,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_High,801,Chapada_High_Redox15,H9,RedoxRb(18),redoxrb18,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
timestamp_local,Chapada_High,801,Chapada_High_Teros12Table,high,TIMESTAMP,timestamp,timestamp,local,zone,no,15,
record,Chapada_High,801,Chapada_High_Teros12Table,high,RECORD,record,record,NA,zone,no,15,
packbus_id,Chapada_High,801,Chapada_High_Teros12Table,high,PB,pb,logger packbus number,NA,zone,no,15,
logger_name,Chapada_High,801,Chapada_High_Teros12Table,high,Statname,statname,logger name ,NA,zone,no,15,
battv_avg,Chapada_High,801,Chapada_High_Teros12Table,high,BattV_Avg,battv_avg,Voltage input from battery,volts,zone,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H1,"Teros12(1,1)",teros12_1_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H1,"Teros12(1,2)",teros12_1_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H1,"Teros12(1,3)",teros12_1_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H2,"Teros12(2,1)",teros12_2_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H2,"Teros12(2,2)",teros12_2_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H2,"Teros12(2,3)",teros12_2_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H3,"Teros12(3,1)",teros12_3_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H3,"Teros12(3,2)",teros12_3_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H3,"Teros12(3,3)",teros12_3_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H4,"Teros12(4,1)",teros12_4_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H4,"Teros12(4,2)",teros12_4_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H4,"Teros12(4,3)",teros12_4_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H5,"Teros12(5,1)",teros12_5_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H5,"Teros12(5,2)",teros12_5_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H5,"Teros12(5,3)",teros12_5_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H6,"Teros12(6,1)",teros12_6_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H6,"Teros12(6,2)",teros12_6_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H6,"Teros12(6,3)",teros12_6_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H7,"Teros12(7,1)",teros12_7_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H7,"Teros12(7,2)",teros12_7_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H7,"Teros12(7,3)",teros12_7_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H8,"Teros12(8,1)",teros12_8_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H8,"Teros12(8,2)",teros12_8_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H8,"Teros12(8,3)",teros12_8_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
volumetric_water_content_teros12,Chapada_High,801,Chapada_High_Teros12Table,H9,"Teros12(9,1)",teros12_9_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_High,801,Chapada_High_Teros12Table,H9,"Teros12(9,2)",teros12_9_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_High,801,Chapada_High_Teros12Table,H9,"Teros12(9,3)",teros12_9_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,no,15,
timestamp_local,Chapada_Low,802,Chapada_Low_ChamberBME280,low,TIMESTAMP,timestamp,timestamp,local,zone,no,1,
record,Chapada_Low,802,Chapada_Low_ChamberBME280,low,RECORD,record,record,NA,zone,no,1,
battery_voltage_min,Chapada_Low,802,Chapada_Low_ChamberBME280,low,BattV_Min,battv_min,minimum voltage from battery over 15 minute time period,volts,zone,no,1,
panel_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,low,PTemp_C,ptemp_c,Default CR1000 Datalogger Wiring Panel Temperature measurement,degrees C,zone,no,1,
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L1,BP(1),bp1,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L2,BP(2),bp2,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L3,BP(3),bp3,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L4,BP(4),bp4,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L5,BP(5),bp5,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L6,BP(6),bp6,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L7,BP(7),bp7,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L8,BP(8),bp8,barometric pressure inside chamber ,mbar,chamber,yes,1,10
barometric_pressure,Chapada_Low,802,Chapada_Low_ChamberBME280,L9,BP(9),bp9,barometric pressure inside chamber ,mbar,chamber,yes,1,10
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L1,RH(1),rh1,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L2,RH(2),rh2,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L3,RH(3),rh3,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L4,RH(4),rh4,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L5,RH(5),rh5,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L6,RH(6),rh6,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L7,RH(7),rh7,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L8,RH(8),rh8,relative humidity inside chamber,percent,chamber,yes,1,20
relative_humidity,Chapada_Low,802,Chapada_Low_ChamberBME280,L9,RH(9),rh9,relative humidity inside chamber,percent,chamber,yes,1,20
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L1,Temp(1),temp1,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L2,Temp(2),temp2,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L3,Temp(3),temp3,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L4,Temp(4),temp4,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L5,Temp(5),temp5,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L6,Temp(6),temp6,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L7,Temp(7),temp7,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L8,Temp(8),temp8,temperature inside chamber,degrees C,chamber,yes,1,10
air_temperature,Chapada_Low,802,Chapada_Low_ChamberBME280,L9,Temp(9),temp9,temperature inside chamber,degrees C,chamber,yes,1,10
timestamp_local,Chapada_Low,802,Chapada_Low_CheckTable,low,TIMESTAMP,timestamp,timestamp ,local,zone,no,15,
record,Chapada_Low,802,Chapada_Low_CheckTable,low,RECORD,record,record ,NA,zone,no,15,
battery_voltage,Chapada_Low,802,Chapada_Low_CheckTable,low,BattV,battv,Default CR1000 Datalogger Battery Voltage measurement,Volts,zone,no,15,
solar_voltage,Chapada_Low,802,Chapada_Low_CheckTable,low,SolarV,solarv,incoming solar voltage,Volts,zone,no,15,
battery_check,Chapada_Low,802,Chapada_Low_CheckTable,low,Batt_CHECK,batt_check,OKAY if BattV is above 11.8 or LOW otherwise,NA,zone,no,15,
solar_check,Chapada_Low,802,Chapada_Low_CheckTable,low,Solar_CHECK,solar_check,OKAY if SolarV is above 24 or LOW otherwise,NA,zone,no,15,
flag_1,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(1),flag1,system start up and reset ,NA,zone,no,15,
flag_2,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(2),flag2,Make all Arduino channels 0 ,NA,zone,no,15,
flag_3,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(3),flag3,xbee operation for BME 280(-1 for normal function),NA,zone,no,15,
flag_4,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(4),flag4,chamber normal operation control with arduino send:-1 for normal control,NA,zone,no,15,
flag_5,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(5),flag5,time reset of Xbee logger power,NA,zone,no,15,
flag_6,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(6),flag6,diagnostic all lids open for 60,NA,zone,no,15,
flag_7,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(7),flag7,diagnostic all lids closed for 60,NA,zone,no,15,
flag_8,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(8),flag8,diagnostic all valves open,NA,zone,no,15,
flag_9,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(9),flag9,Licor 7810 ON' needs to be -1 for operation,NA,zone,no,15,
flag_10,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(10),flag10,LICOR 7280 ON' needs to be -1 for operation,NA,zone,no,15,
flag_11,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(11),flag11,chamber 1-5 closed,NA,zone,no,15,
flag_12,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(12),flag12,chambers 6-12 closed ,NA,zone,no,15,
flag_13,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(13),flag13,Chamber open custom,NA,zone,no,15,
flag_14,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(14),flag14,chmabers 16-24 closed,NA,zone,no,15,
flag_15,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(15),flag15,resets system to no flags except #10 vent,NA,zone,no,15,
flag_16,Chapada_Low,802,Chapada_Low_CheckTable,low,Flag(16),flag16,Climavue for 801 unit,NA,zone,no,15,
logger_name,Chapada_Low,802,Chapada_Low_CheckTable,low,Statname,statname,logger name,NA,zone ,no,15,
packbus_id,Chapada_Low,802,Chapada_Low_CheckTable,low,PB,pb,packbus number of logger,NA,zone,no,15,
timestamp_local,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,TIMESTAMP,timestamp,timestamp,local?,experiment,no,15,
record,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,RECORD,record,record,NA,experiment,no,15,
solar_fd_avg_watts,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,SlrFD_W_Avg,slrfd_w_avg,solar radiation,W/m2,experiment,yes,15,500
solar_tf_total_mj,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,SlrTF_MJ_Tot,slrtf_mj_tot,solar radiation,MJ/m2,experiment,yes,15,1
rain_accumulation_total,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,Rain_mm_Tot,rain_mm_tot,rain accumulation,mm,experiment,no,15,
wind_speed,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,WS_ms_S_WVT,ws_ms_s_wvt,wind speed ,m/s,experiment,no,15,
