research_name,logger,packbusID,Table,link,loggernet_variable,cr1000_name,definition,units,var_type,rolling_clean,resolution_minutes,variability_constant
wind_direction_d1,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,WindDir_D1_WVT,winddir_d1_wvt,wind direction,degrees,experiment,no,15,
wind_direction_sd1,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,WindDir_SD1_WVT,winddir_sd1_wvt,secondary wind direction ,degrees,experiment,no,15,
max_wind_speed_max,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,MaxWS_ms_Max,maxws_ms_max,maximum wind speed,m/s,experiment,no,15,
max_wind_speed_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,MaxWS_ms_TMx,maxws_ms_tmx,time of maximum wind speed,local,experiment,no,15,
invalid_wind_total,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,Invalid_Wind_Tot,invalid_wind_tot,total number of invalid wind speed measurements. ,NA,experiment,no,15,
air_temperature_avg,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,AirT_C_Avg,airt_c_avg,average air temperature over the time period ,degrees C,experiment,yes,15,10
air_temperature_max,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,AirT_C_Max,airt_c_max,max air temperature over the time period,degrees C,experiment,yes,15,10
air_temperature_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,AirT_C_TMx,airt_c_tmx,time of maximum air temperature,local,experiment,no,15,
air_temperature_min,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,AirT_C_Min,airt_c_min,minimum air temperature over the time period,degrees C,experiment,yes,15,10
air_temperature_tmn,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,AirT_C_TMn,airt_c_tmn,time of minimum air temperature,local ,experiment,no,15,
vapor_pressure_avg,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,VP_mbar_Avg,vp_mbar_avg,Vapor Pressure,mbar,experiment,yes,15,10
barometric_pressure_avg,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,BP_mbar,bp_mbar,average barometric pressure over the time period,mbar,experiment,yes,15,10
barometric_pressure_max,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,BP_mbar_Max,bp_mbar_max,maximum barometric pressure over the time period,mbar,experiment,yes,15,10
barometric_pressure_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,BP_mbar_TMx,bp_mbar_tmx,time of maximum barometric pressure,local,experiment,no,15,
barometric_pressure_min,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,BP_mbar_Min,bp_mbar_min,minimum barometric pressure over the time period ,mbar,experiment,yes,15,10
barometric_pressure_tmn,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,BP_mbar_TMn,bp_mbar_tmn,time of  minumum barometric pressure,local,experiment,no,15,
relative_humidity,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,RH_site,rh_site,relative humidity,percent,experiment,yes,15,0.2
relative_humidity_temperature,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,RHT_C_Avg,rht_c_avg,temperature used for relative humidity data -- double check ,degrees C,experiment,yes,15,10
vapor_pressure_deficit,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,VPD,vpd,vapor pressure deficit,pascals,experiment,yes,15,50
vapor_pressure_deficit_max,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,VPD_Max,vpd_max,maximum vapor pressure deficit over the time period,pascals,experiment,yes,15,50
vapor_pressure_deficit_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,VPD_TMx,vpd_tmx,time pf vapor pressure deficit max,local,experiment,no,15,
vapor_pressure_deficit_min,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,VPD_Min,vpd_min,minimum vapor pressure deficit over the time period,pascals,experiment,yes,15,50
vapor_pressure_deficit_tmn,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,VPD_TMn,vpd_tmn,time of vapor pressure deficit minimum,local,experiment,no,15,
NS_tilt,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,TiltNS_deg_Avg,tiltns_deg_avg,tilt of the sensor on the NS axis,degrees,experiment,no,15,
WE_tilt,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,TiltWE_deg_Avg,tiltwe_deg_avg,tilt of the sensor on the WE axis ,degrees,experiment,no,15,
lightning_strikes_total,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,Strikes_Tot,strikes_tot,number of lightning strikes ,count,experiment,no,15,
dist_km_min,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,Dist_km_Min,dist_km_min,minimum distance of lightning over the time period ,kilometers,experiment,no,15,
dist_km_tmin,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,Dist_km_TMn,dist_km_tmn,time of minimum distance of lightning,local,experiment,no,15,
metadata,Chapada_Low,802,Chapada_Low_ClimaVue50_15min,experiment,CVMeta,cvmeta,metadata from the ClimaVue ,NA,experiment,no,15,
timestamp_local,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TIMESTAMP,timestamp,timestamp,local,experiment,no,1440,
record,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,RECORD,record,record,NA,experiment,no,1440,
battery_voltage_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,BattV_Min,battv_min,minimum battery voltage recorded over the time period,volts,experiment,no,1440,
rain_accumulation_total,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,Rain_mm_Tot,rain_mm_tot,rain accumulation,mm,experiment,no,1440,
solar_fd_avg_watts,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,SlrFD_W_Avg,slrfd_w_avg,solar radiation,W/m2,experiment,no,1440,
solar_tf_total_mj,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,SlrTF_MJ_Tot,slrtf_mj_tot,solar radiation,MJ/m2,experiment,no,1440,
wind_speed_wvc1,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,WS_ms_WVc(1),ws_ms_wvc_1,wind speed one,m/s,experiment,no,1440,
wind_speed_wvc2,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,WS_ms_WVc(2),ws_ms_wvc_2,wind speed two,m/s,experiment,no,1440,
wind speed_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,WS_ms_S_WVT,ws_ms_s_wvt,wind speed calculated from the scalar mean of the wind vector ,m/s,experiment,no,1440,
wind_speed_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,MaxWS_ms_Max,maxws_ms_max,maximum wind speed over 24 hours,m/s,experiment,no,1440,
max_wind_speed_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,MaxWS_ms_TMx,maxws_ms_tmx,time of maximum wind speed,local,experiment,no,1440,
air_temperature_avg,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,AirT_C_Avg,airt_c_avg,average air temperature over 24 hours,degrees C,experiment,no,1440,
air_temperature_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,AirT_C_Max,airt_c_max,maximum air temperature over 24 hours,degrees C,experiment,no,1440,
air_temperature_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,AirT_C_TMx,airt_c_tmx,time of maximum air temperature,local,experiment,no,1440,
air_temperature_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,AirT_C_Min,airt_c_min,minium air temperature over 24 hours,degrees C,experiment,no,1440,
air_temperature_tmn,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,AirT_C_TMn,airt_c_tmn,time of minimum air temperature,local,experiment,no,1440,
vapor_Pressure_mbar_avg,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,VP_mbar_Avg,vp_mbar_avg,average vapor pressure over 24 hours,pascals,experiment,no,1440,
vapor_Pressure_avg,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,VPD_Avg,vpd_avg,average vapr pressure deficit over 24 hours,pascals,experiment,no,1440,
vapor_Pressure_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,VPD_Max,vpd_max,maximum vapor pressure deficit over 24 hours,pascals,experiment,no,1440,
vapor_Pressure_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,VPD_TMx,vpd_tmx,time of maximum vapor pressure deficit,local,experiment,no,1440,
vapor_Pressure_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,VPD_Min,vpd_min,minimum vapor pressure deficit over 24 hours,pascals,experiment,no,1440,
vapor_Pressure_tmn,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,VPD_TMn,vpd_tmn,time of minimum vapor pressure deficit ,local,experiment,no,1440,
barometric_pressure_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,BP_mbar_Max,bp_mbar_max,maximum barometric pressure over 24 hours,mbar,experiment,no,1440,
barometric_pressure_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,BP_mbar_TMx,bp_mbar_tmx,time of maximum barometric pressure,local,experiment,no,1440,
barometric_pressure_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,BP_mbar_Min,bp_mbar_min,minimum barometric pressure over 24 hours,mbar,experiment,no,1440,
barometric_pressure_tmn,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,BP_mbar_TMn,bp_mbar_tmn,time of minimum barometric pressure,local,experiment,no,1440,
relative_humidity_site_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,RH_site_Max,rh_site_max,maximum relative humidity ,percent,experiment,no,1440,
relative_humidity_site_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,RH_site_Min,rh_site_min,minumim relative humidity ,percent,experiment,no,1440,
relative_humidity_c_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,RHT_C_Max,rht_c_max,temperature at maximum humidity ,degrees C,experiment,no,1440,
relative_humidity_c_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,RHT_C_Min,rht_c_min,temperature at minimum humidity,degrees C,experiment,no,1440,
ns_tilt_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TiltNS_deg_Max,tiltns_deg_max,maximum tilt of the sensor on the NS axis over 24 hours,degrees,experiment,no,1440,
ns_tilt_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TiltNS_deg_TMx,tiltns_deg_tmx,time of the maximum tilt of the sensor on the NS axis ,local,experiment,no,1440,
ns_tilt_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TiltNS_deg_Min,tiltns_deg_min,minimum tilt of the sensor on the NS axis over 24 hours,degrees,experiment,no,1440,
ns_tilt_tmn,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TiltNS_deg_TMn,tiltns_deg_tmn,time of the minimum tilt of the sensor on the NS axis ,local,experiment,no,1440,
we_tilt_max,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TiltWE_deg_Max,tiltwe_deg_max,maximum tilt of the sensor on the WE axis over 24 hours,degrees,experiment,no,1440,
we_tilt_tmx,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TiltWE_deg_TMx,tiltwe_deg_tmx,time of the maximum tilt of the sensor on the WE axis ,local,experiment,no,1440,
we_tilt_min,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,TiltWE_deg_Min,tiltwe_deg_min,minimum tilt of the sensor on the WE axis over 24 hours,degrees,experiment,no,1440,
cv_meta,Chapada_Low,802,Chapada_Low_ClimaVue50_24hr,experiment,CVMeta,cvmeta,metadata from the ClimaVue ,NA,experiment,no,1440,
timestamp_local,Chapada_Low,802,Chapada_Low_Redox15,low,TIMESTAMP,timestamp,timestamp,local,zone,no,15,
record,Chapada_Low,802,Chapada_Low_Redox15,low,RECORD,record,record,NA,zone,no,15,
logger_name,Chapada_Low,802,Chapada_Low_Redox15,low ,Statname,statname,logger name,NA,zone,no,15,
battery_voltage,Chapada_Low,802,Chapada_Low_Redox15,low,BattV,battv,Voltage input from battery,volts,zone,no,15,
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L1,RedoxRa(1),redoxra1,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L1,RedoxRa(2),redoxra2,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L2,RedoxRa(3),redoxra3,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L2,RedoxRa(4),redoxra4,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L3,RedoxRa(5),redoxra5,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L3,RedoxRa(6),redoxra6,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L4,RedoxRa(7),redoxra7,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L4,RedoxRa(8),redoxra8,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L5,RedoxRa(9),redoxra9,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L5,RedoxRa(10),redoxra10,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L6,RedoxRa(11),redoxra11,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L6,RedoxRa(12),redoxra12,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L7,RedoxRa(13),redoxra13,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L7,RedoxRa(14),redoxra14,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L8,RedoxRa(15),redoxra15,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L8,RedoxRa(16),redoxra16,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L9,RedoxRa(17),redoxra17,"Redox at 5cm, calculated using reference probe a",mV,chamber,yes,15,50
redox_15cm_refa,Chapada_Low,802,Chapada_Low_Redox15,L9,RedoxRa(18),redoxra18,"Redox at 15 cm, calculated using reference probe A",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L1,RedoxRb(1),redoxrb1,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L1,RedoxRb(2),redoxrb2,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L2,RedoxRb(3),redoxrb3,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L2,RedoxRb(4),redoxrb4,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L3,RedoxRb(5),redoxrb5,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L3,RedoxRb(6),redoxrb6,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L4,RedoxRb(7),redoxrb7,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L4,RedoxRb(8),redoxrb8,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L5,RedoxRb(9),redoxrb9,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L5,RedoxRb(10),redoxrb10,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L6,RedoxRb(11),redoxrb11,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L6,RedoxRb(12),redoxrb12,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L7,RedoxRb(13),redoxrb13,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L7,RedoxRb(14),redoxrb14,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L8,RedoxRb(15),redoxrb15,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L8,RedoxRb(16),redoxrb16,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_5cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L9,RedoxRb(17),redoxrb17,"Redox at 5cm, calculated using reference probe B",mV,chamber,yes,15,50
redox_15cm_refb,Chapada_Low,802,Chapada_Low_Redox15,L9,RedoxRb(18),redoxrb18,"Redox at 15 cm, calculated using reference probe B",mV,chamber,yes,15,50
timestamp_local,Chapada_Low,802,Chapada_Low_Teros12Table,low,TIMESTAMP,timestamp,timestamp,local,zone,no,15,
record,Chapada_Low,802,Chapada_Low_Teros12Table,low,RECORD,record,record,NA,zone,no,15,
packbus_id,Chapada_Low,802,Chapada_Low_Teros12Table,low,PB,pb,logger packbus number,NA,zone,no,15,
logger_name,Chapada_Low,802,Chapada_Low_Teros12Table,low,Statname,statname,logger name ,NA,zone,no,15,
battv_avg,Chapada_Low,802,Chapada_Low_Teros12Table,low,BattV_Avg,battv_avg,Voltage input from battery,volts,zone,no,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L1,"Teros12(1,1)",teros12_1_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L1,"Teros12(1,2)",teros12_1_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L1,"Teros12(1,3)",teros12_1_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L2,"Teros12(2,1)",teros12_2_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L2,"Teros12(2,2)",teros12_2_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L2,"Teros12(2,3)",teros12_2_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L3,"Teros12(3,1)",teros12_3_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L3,"Teros12(3,2)",teros12_3_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L3,"Teros12(3,3)",teros12_3_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L4,"Teros12(4,1)",teros12_4_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L4,"Teros12(4,2)",teros12_4_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L4,"Teros12(4,3)",teros12_4_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L5,"Teros12(5,1)",teros12_5_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L5,"Teros12(5,2)",teros12_5_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L5,"Teros12(5,3)",teros12_5_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L6,"Teros12(6,1)",teros12_6_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L6,"Teros12(6,2)",teros12_6_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L6,"Teros12(6,3)",teros12_6_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L7,"Teros12(7,1)",teros12_7_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L7,"Teros12(7,2)",teros12_7_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L7,"Teros12(7,3)",teros12_7_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L8,"Teros12(8,1)",teros12_8_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L8,"Teros12(8,2)",teros12_8_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L8,"Teros12(8,3)",teros12_8_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
volumetric_water_content_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L9,"Teros12(9,1)",teros12_9_1,calibrated ADC counts for volumetric water content,m3/m3,chamber,yes,15,200
air_temperature_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L9,"Teros12(9,2)",teros12_9_2,air temperature,degrees C,chamber,yes,15,10
electrical_conductivity_teros12,Chapada_Low,802,Chapada_Low_Teros12Table,L9,"Teros12(9,3)",teros12_9_3,bulk electrical conductivity normalized to 25 degrees C,uS/cm,chamber,yes,15,
